Manufacturer,Model,Model Year,Battery Capacity kWh,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Plug Type,Autocharge Support,Emergency Release Location,Plug Type Source,Autocharge Support Source,Emergency Release Location Source,Region,Vehicle Type
BMW,740i  xDrive Sedan,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,760i xDrive Sedan,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,Alpina XB7,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,i4 eDrive35 Gran Coupe,2025,84.2,11.0,195.0,Type 2 + CCS2,Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,i4 eDrive40 Gran Coupe,2025,84.2,11.0,195.0,Type 2 + CCS2,Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,i4 M50 Gran Coupe,2025,105.7,11.0,196.0,Type 2 + CCS2,Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,i4 xDrive40 Gran Coupe,2025,105.7,11.0,195.0,Type 2 + CCS2,Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,i5 eDrive40 Sedan,2025,84.0,11.0,195.0,Type 2 + CCS2,Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,i5 M60 xDrive Sedan,2025,105.6,11.0,195.0,Type 2 + CCS2,Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,i7 eDrive50 Sedan,2025,105.6,11.0,195.0,Type 2 + CCS2,Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,i7 M70 xDrive Sedan,2025,111.8,11.0,195.0,Type 2 + CCS2,Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,i7 xDrive60 Sedan,2025,105.6,11.0,195.0,Type 2 + CCS2,Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,iX M60,2025,111.8,11.0,195.0,Type 2 + CCS2,Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,iX xDrive40,2025,111.8,11.0,195.0,Type 2 + CCS2,Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,iX xDrive50,2025,111.8,11.0,195.0,Type 2 + CCS2,Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,M340i Sedan,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,M340i xDrive Sedan,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,M440i Coupe/Convertible,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,M440i xDrive Coupe/Convertible,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,X3 M50i xDrive,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,X3 xDrive30i,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,X4 M40i,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,X5 M60i xDrive,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,X5 M Competition,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,X5 sDrive40i,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,X5 xDrive40i,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,X6 M60i xDrive,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,X6 M Competition,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,X6 xDrive40i,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,X7 M60i xDrive,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,X7 xDrive40i,2025,,,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
BMW,XM,2025,29.5,7.4,,Type 2 (AC only),Partiell – einige MY2024+ Modelle via OEM-Netzwerk,Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Ferrari,296 GTB/GTS,2025,6.2,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Ferrari,SF90 Spider/Stradale,2025,6.6,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Fiat,500e,2025,42.2,11.0,85.0,Type 2 + CCS2,Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Ford,Escape AWD HEV,2025,,,,Type 2 (AC only),Nein,Kofferraum: Flexibler Tab neben Ladeanschluss – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Ford,Escape FWD HEV,2025,,,,Type 2 (AC only),Nein,Kofferraum: Flexibler Tab neben Ladeanschluss – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Ford,Escape FWD PHEV,2025,14.5,5.0,,Type 2 (AC only),Nein,Kofferraum: Flexibler Tab neben Ladeanschluss – Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Genesis,Electrified G80,2025,87.2,11.0,230.0,Type 2 + CCS2,Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Genesis,Electrified GV70,2025,77.4,11.0,230.0,Type 2 + CCS2,Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU + US,PHEV
Genesis,G90 MHEV,2025,,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Genesis,GV60 Advanced/Performance,2025,77.5,11.0,230.0,Type 2 + CCS2,Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Genesis,GV80 MHEV,2025,,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Honda,Accord,2025,,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Honda,CIVIC 4Dr/5Dr,2025,,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
Honda,CR-V AWD,2025,,,,Type 2 (AC only),Nein,Betriebsanleitung konsultieren,IEC 62196-2 Type 2 EU Standard | AFDC PHEV Specification | EU Charging Directive 2014/94/EU,Manufacturer PHEV Technical Documentation | EU Charging Network Partnerships,Vehicle Owner Manual | Manufacturer Service Documentation | AFDC PHEV Database,EU,PHEV
