# EV CHARGING DATABASE — EU+US 2024/2025
# Format: Region|Type|Model|Year|Battery(kWh)|AC_kW|DC_kW|Plug|Autocharge:Y/N/P/?|Emergency:…
# Autocharge: Y=yes N=no P=partial ?=unknown | Type: BEV=Battery Electric PHEV=Plug-in Hybrid | '-'=data unavailable

## ABARTH
EU|PHEV|LS 500h AWD|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren
EU|PHEV|NX 300h AWD|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren
EU|PHEV|RX 450h AWD|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren
EU|PHEV|RX 450hL AWD|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren
EU|PHEV|UX 250h|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren
EU|PHEV|UX 250h AWD|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Notentriegelungskabel – Betriebsanleitung konsultieren
EU + US|BEV|RZ 450e|2024|71.4kWh|AC:7.2kW|DC:100kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU + US|BEV|RZ 300e|2024|71.4kWh|AC:6.6kW|DC:150kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
US|BEV|NX 450h+ AWD|2025|18.1kWh|AC:6.6kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:RZ (BEV): Fahrzeug entriegeln – Kabel gibt automatisch frei. PHEV-Modelle (NX, RX, TX): J1772, kein Verriegelungsmechanismus.
US|BEV|NX 450h+ AWD|2024|18kWh|AC:6.6kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:RZ (BEV): Fahrzeug entriegeln – Kabel gibt automatisch frei. PHEV-Modelle (NX, RX, TX): J1772, kein Verriegelungsmechanismus.
US|BEV|NX 450h+ AWD|2023|18kWh|AC:6.6kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:RZ (BEV): Fahrzeug entriegeln – Kabel gibt automatisch frei. PHEV-Modelle (NX, RX, TX): J1772, kein Verriegelungsmechanismus.
US|BEV|RZ 450e AWD (18"/20" Wheels)|2023|71kWh|AC:11kW|DC:100kW|CCS1 + J1772|Autocharge:N|Emergency:RZ (BEV): Fahrzeug entriegeln – Kabel gibt automatisch frei. PHEV-Modelle (NX, RX, TX): J1772, kein Verriegelungsmechanismus.
US|BEV|NX 450+ AWD|2022|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:RZ (BEV): Fahrzeug entriegeln – Kabel gibt automatisch frei. PHEV-Modelle (NX, RX, TX): J1772, kein Verriegelungsmechanismus.
## LIGHTYEAR
EU|BEV|0|2024|-|AC:-|DC:-|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
## LINCOLN
US|BEV|Corsair AWD PHEV|2025|14.5kWh|AC:-|DC:-|J1772 (AC only)|Autocharge:Y|Emergency:Corsair PHEV (J1772): Fahrzeug entriegeln. Kein Verriegelungsmechanismus bei PHEV.
US|BEV|Aviator AWD PHEV|2023|12kWh|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Corsair PHEV (J1772): Fahrzeug entriegeln. Kein Verriegelungsmechanismus bei PHEV.
US|BEV|Corsair AWD PHEV|2023|14kWh|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Corsair PHEV (J1772): Fahrzeug entriegeln. Kein Verriegelungsmechanismus bei PHEV.
US|BEV|Aviator AWD PHEV|2022|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Corsair PHEV (J1772): Fahrzeug entriegeln. Kein Verriegelungsmechanismus bei PHEV.
US|BEV|Corsair AWD PHEV|2022|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Corsair PHEV (J1772): Fahrzeug entriegeln. Kein Verriegelungsmechanismus bei PHEV.
US|BEV|Aviator AWD PHEV|2021|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Corsair PHEV (J1772): Fahrzeug entriegeln. Kein Verriegelungsmechanismus bei PHEV.
US|BEV|Corsair AWD PHEV|2021|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Corsair PHEV (J1772): Fahrzeug entriegeln. Kein Verriegelungsmechanismus bei PHEV.
US|BEV|Aviator AWD PHEV|2020|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Corsair PHEV (J1772): Fahrzeug entriegeln. Kein Verriegelungsmechanismus bei PHEV.
## LORDSTOWN
EU|PHEV|Endurance|2023|109kWh|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
US|BEV|Endurance|2023|109kWh|AC:-|DC:-|CCS1 + J1772|Autocharge:N|Emergency:N/A – Lordstown Motors insolvent (2023). Kein aktiver Herstellersupport verfügbar.
## LOTUS
EU|BEV|Eletre|2024|-|AC:-|DC:-|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|Emeya|2024|-|AC:-|DC:-|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
## LUCID
EU|BEV|Air Grand|2024|117kWh|AC:22kW|DC:300kW|Type 2 + CCS2|Autocharge:Y|Emergency:Touchscreen Service-Modus oder mechanisch near charging port
EU|BEV|Gravity Grand|2024|123kWh|AC:22kW|DC:300kW|Type 2 + CCS2|Autocharge:Y|Emergency:Touchscreen Service-Modus oder mechanisch near charging port
EU|BEV|Air Sapphire|2024|118kWh|AC:22kW|DC:300kW|Type 2 + CCS2|Autocharge:Y|Emergency:Touchscreen Service-Modus oder mechanisch near charging port
EU|BEV|Air Pure|2024|88kWh|AC:22kW|DC:300kW|Type 2 + CCS2|Autocharge:Y|Emergency:Touchscreen Service-Modus oder mechanisch near charging port
EU|BEV|Air Dream Edition|2024|118kWh|AC:22kW|DC:300kW|Type 2 + CCS2|Autocharge:Y|Emergency:Touchscreen Service-Modus oder mechanisch near charging port
EU|BEV|Air|2024|118kWh|AC:22kW|DC:300kW|Type 2 + CCS2|Autocharge:Y|Emergency:Touchscreen Service-Modus oder mechanisch near charging port
EU|BEV|Gravity|2024|-|AC:22kW|DC:300kW|Type 2 + CCS2|Autocharge:Y|Emergency:Touchscreen Service-Modus oder mechanisch near charging port
US|BEV|Air G Touring XR AWD|2025|136.8kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air Pure RWD|2025|84.1kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air Sapphire AWD|2025|116.8kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air Touring AWD|2025|116.8kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air G Touring XR AWD|2024|136.8kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air Pure RWD|2024|86kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air Sapphire AWD|2024|120kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air Touring AWD|2024|136.8kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air G Touring XR AWD|2023|120kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air GT P AWD|2023|120kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air Pure AWD|2023|120kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air Touring AWD|2023|120kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air Dream P AWD w/19" wheels|2022|118kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air Dream P AWD w/21" wheels|2022|118kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air Dream R AWD w/19" wheels|2022|118kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air Dream R AWD w/21" wheels|2022|118kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air G Touring AWD w/19" wheels|2022|118kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
US|BEV|Air G Touring AWD w/21" wheels|2022|118kWh|AC:22kW|DC:300kW|CCS1 + J1772|Autocharge:Y|Emergency:Primär: Touchscreen > Service-Menü > Ladeport entriegeln. Notfall (kein Strom): Mechanische Notentriegelung nahe Ladeport – genaue Position im Owner's Manual (Lucid Air, Abschnitt Charging Emergency). Hochvoltleitungen NICHT berühren.
## LYNK&CO
EU|BEV|02|2024|62kWh|AC:11kW|DC:150kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
## MG
EU|BEV|MG4 Electric|2024|64kWh|AC:6.6kW|DC:142kW|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|MGS5 EV|2024|64kWh|AC:6.6kW|DC:139kW|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|ZS EV|2024|68.3kWh|AC:7.4kW|DC:94kW|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|MG5 Electric|2024|57.4kWh|AC:11kW|DC:87kW|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|IM5|2024|96.5kWh|AC:11kW|DC:100kW|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|MGS6 EV|2024|77kWh|AC:11kW|DC:144kW|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|Marvel|2024|70kWh|AC:11kW|DC:94kW|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|IM6|2024|-|AC:11kW|DC:-|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|Cyberster|2024|77kWh|AC:11kW|DC:135kW|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|MG4|2024|64kWh|AC:11kW|DC:200kW|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|MGS6 EV Dual Motor|2024|77kWh|AC:-|DC:-|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|MG4 Electric XPOWER|2024|64kWh|AC:6.6kW|DC:142kW|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|MG5 EV|2024|61.1kWh|AC:6.6kW|DC:90kW|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|Marvel R|2024|-|AC:-|DC:-|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|MG4 XPOWER|2024|64kWh|AC:6.6kW|DC:142kW|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|MG4 Urban|2024|64kWh|AC:6.6kW|DC:142kW|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
EU|BEV|Cyberster Trophy|2024|77kWh|AC:11kW|DC:135kW|Type 2 + CCS2|Autocharge:N|Emergency:Dokumentation begrenzt - Pannendienst kontaktieren
## MASERATI
EU|PHEV|Grancabrio/Granturismo Folgore|2025|90.4kWh|AC:22kW|DC:270kW|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Grecale Folgore|2025|57.6kWh|AC:22kW|DC:270kW|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Grecale Modena|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|BEV|GranTurismo Folgore|2024|92.5kWh|AC:22kW|DC:270kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|BEV|GranCabrio Folgore|2024|92.5kWh|AC:22kW|DC:270kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|PHEV|Grancabrio/Granturismo Folgore|2024|45.6kWh|AC:22kW|DC:270kW|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Grecale Modena/GT|2024|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|Grecale Modena/GT|2023|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU + US|BEV|Grecale Folgore|2024|98.6kWh|AC:22kW|DC:150kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
US|BEV|Grancabrio/Granturismo Folgore|2025|90.4kWh|AC:22kW|DC:270kW|CCS1 + J1772|Autocharge:?|Emergency:GranTurismo/GranCabrio Folgore (CCS): Fahrzeug entriegeln. Notmechanismus nicht öffentlich dokumentiert – Owner's Manual oder Maserati Kundendienst kontaktieren.
US|BEV|Grancabrio/Granturismo Folgore|2024|45.6kWh|AC:22kW|DC:270kW|CCS1 + J1772|Autocharge:?|Emergency:GranTurismo/GranCabrio Folgore (CCS): Fahrzeug entriegeln. Notmechanismus nicht öffentlich dokumentiert – Owner's Manual oder Maserati Kundendienst kontaktieren.
## MAXUS
EU|BEV|MIFA|2024|-|AC:-|DC:-|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
## MAZDA
EU|PHEV|CX-70 4WD|2025|17.8kWh|AC:7.2kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|CX-90 4WD|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|BEV|6e|2024|68.8kWh|AC:11kW|DC:200kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
EU|PHEV|CX-90 4WD|2024|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|MX-30|2023|35kWh|AC:11kW|DC:50kW|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU|PHEV|MX-30|2022|35.5kWh|AC:11kW|DC:50kW|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
EU + US|BEV|MX-30|2024|30kWh|AC:11kW|DC:54kW|Type 2 + CCS2|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren
US|BEV|CX-70 4WD|2025|17.8kWh|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:CX-90 / CX-70 PHEV (J1772): Fahrzeug entriegeln. Kein Verriegelungsmechanismus bei PHEV.
US|BEV|CX-90 4WD|2025|17.8kWh|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:CX-90 / CX-70 PHEV (J1772): Fahrzeug entriegeln. Kein Verriegelungsmechanismus bei PHEV.
## MCLAREN
EU|PHEV|Artura|2023|10kWh|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Betriebsanleitung konsultieren
US|BEV|Artura|2023|10kWh|AC:-|DC:-|J1772 (AC only)|Autocharge:?|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
## MERCEDES-BENZ
EU|PHEV|AMG C 43 4MATIC|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|AMG CLA 35 4MATIC|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|AMG CLE 53 4MATIC+|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|AMG EQE 4MATIC+|2025|95.8kWh|AC:9.6kW|DC:170kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|AMG EQE 4MATIC+ (SUV)|2025|95.8kWh|AC:9.6kW|DC:170kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|AMG EQS 4MATIC+|2025|122kWh|AC:9.6kW|DC:200kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|AMG G 63|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|AMG GLA 35 4MATIC|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|AMG GLB 35 4MATIC|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|AMG GLC 43 4MATIC|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|AMG GLE 53 4MATIC+|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|AMG GLE 63 S 4MATIC+|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|AMG GLS 63 4MATIC+|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|AMG GT 43|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|AMG SL 43|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|C 300|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|C 300 4MATIC|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|CLA 250|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|CLA 250 4MATIC|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|CLE 300 4MATIC|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|CLE 450 4MATIC|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|E 350|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|E 350 4MATIC|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|E 450 4MATIC/All-Terrain Wagon|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|EQE 350+|2025|95.7kWh|AC:9.6kW|DC:170kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|EQE 350 4MATIC|2025|95.8kWh|AC:9.6kW|DC:170kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|EQE 350 4MATIC (SUV)|2025|95.8kWh|AC:9.6kW|DC:170kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|EQE 350+ (SUV)|2025|101.6kWh|AC:9.6kW|DC:170kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|EQE 500 4MATIC|2025|95.8kWh|AC:9.6kW|DC:170kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|EQE 500 4MATIC (SUV)|2025|95.8kWh|AC:9.6kW|DC:170kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|EQS 450+|2025|122kWh|AC:9.6kW|DC:200kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|EQS 450 4MATIC|2025|122kWh|AC:9.6kW|DC:200kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|EQS 450/580 4MATIC (SUV)|2025|122kWh|AC:9.6kW|DC:200kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|EQS 450+ (SUV)|2025|122kWh|AC:9.6kW|DC:200kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|EQS 580 4MATIC|2025|122kWh|AC:9.6kW|DC:200kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
EU|PHEV|EQS 680 4MATIC Maybach (SUV)|2025|122kWh|AC:9.6kW|DC:200kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen
